author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Syahrul Ansyari,Bambang Pacul: Komisi III Tidak Dikasih Info Rekonstruksi Brigadir J,"Menurut dia, rekonstruksi kasus Brigadir J sudah selesai dilakukan oleh penyidik Bareskrim dan disaksikan publik.",https://www.viva.co.id/berita/nasional/1515797-bambang-pacul-komisi-iii-tidak-dikasih-info-rekonstruksi-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2021/06/13/60c4eab96fe50-ketua-dpd-pdip-jawa-tengah-bambang-wuryanto-alias-bambang-pacul_665_374.JPG,2022-08-31T16:07:37Z,"VIVA Nasional - Ketua Komisi III DPR, Bambang Wuryanto, atau Bambang Pacul, mengaku tidak mendapatkan informasi adanya kegiatan rekonstruksi kasus pembunuhan Brigadir J atau Nofriansyah Yosua Hutabar… [+699 chars]",NA,Viva.co.id
Siti Ruqoyah,Deolipa Minta Putri Candrawathi Istri Ferdy Sambo Ditahan,"Tim khusus (timsus) Polri didesak untuk menahan istri Irjen Pol Ferdy Sambo, Putri Candrawathi di Bareskrim Polri.",https://www.viva.co.id/berita/metro/1515764-deolipa-minta-putri-candrawathi-istri-ferdy-sambo-ditahan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de99ea2b73-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T14:25:39Z,"VIVA Metro  Tim khusus (timsus) Polri didesak untuk menahan istri Irjen Pol Ferdy Sambo, Putri Candrawathi. Saat ini, Putri masih menjalani pemeriksaan sekaligus konfrontir terkait kasus pembunuhan B… [+901 chars]",NA,Viva.co.id
Siti Ruqoyah,Curhat Putri Sambo soal Tragedi di Magelang Dibuktikan di Sidang,"Kata Beka, pada saat pemeriksaan yang kedua ini Putri Candrawathi menyampaikan bahwa adanya peristiwa yang tidak mengenakkan baginya di Magelang.",https://www.viva.co.id/berita/nasional/1515708-curhat-putri-sambo-soal-tragedi-di-magelang-dibuktikan-di-sidang,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de99ea2b73-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T12:03:41Z,"VIVA Nasional  Komnas HAM kembali memeriksa istri eks Kadiv Propam Ferdy Sambo, Putri Candrawathi. Pemeriksaan lanjutan ini juga Komnas HAM ditemani oleh Komnas Perempuan.
Hal itu diungkapkan oleh K… [+719 chars]",NA,Viva.co.id
Siti Ruqoyah,Kata Beka Usai Lihat Ferdy Sambo Cs di Reka Ulang Tewasnya Brigadir J,Tim khusus Polri telah selesai melakukan rekonstruksi terkait kasus pembunuhan berencana Brigadir J yang dilakukan eks Kadiv Propam Ferdy Sambo.,https://www.viva.co.id/berita/nasional/1515698-kata-beka-usai-lihat-ferdy-sambo-cs-di-reka-ulang-tewasnya-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d927ce9a3b-rekonstruksi-pembunuhan-brigadir-j-di-jakarta_665_374.jpg,2022-08-31T11:34:22Z,VIVA Nasional  Tim khusus Polri telah selesai melakukan rekonstruksi terkait kasus pembunuhan berencana Brigadir J yang dilakukan eks Kadiv Propam Ferdy Sambo. Dalam pelaksaan tersebut terdapat perub… [+805 chars],NA,Viva.co.id
Tommy Simatupang,"Deolipa Tantang Rekonstruksi Ulang, Tak Terima Pengacara Brigadir J Diusir: Cacat Rasa Keadilan - Tribun-medan.com","Deolipa Tantang Rekonstruksi Ulang, Tak Terima Pengacara Brigadir J Diusir: Cacat Rasa Keadilan - Tribun-medan.comtribunnews.com",https://medan.tribunnews.com/2022/08/31/deolipa-tantang-rekonstruksi-ulang-tak-terima-pengacara-brigadir-j-diusir-cacat-rasa-keadilan,https://t-2.tstatic.net/medan/foto/bank/images/Pengacara-Brigadir-Yosua-Hutabarat-Kamaruddin-Simanjuntak.jpg,2022-08-31T11:29:57Z,"TRIBUN-MEDAN.com - Pengacara Brigadir Yosua Hutabarat Kamaruddin Simanjuntak sempat diusir dari lokasi rekonstruksi, Selasa (30/8/2022) kemarin. 
Pengusiran ini mendapatkan sorotan dari mantan kuasa… [+1144 chars]",NA,Tribunnews.com
Agus Rahmat,"Survei LSI, Publik Tak Percaya Brigadir J Melakukan Pelecehan ke PC","Hasil survei yang dilakukan LSI, mayoritas publik tidak percaya bahwa Brigadir J melakukan pelecehan terhadap Putri Candrawathi atau PC.",https://www.viva.co.id/berita/nasional/1515677-survei-lsi-publik-tak-percaya-brigadir-j-melakukan-pelecehan-ke-pc,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dc56ccb4f6-bharada-e-putri-candrawathi-dan-kuat-maruf-dalam-rekonstruksi_665_374.jpeg,2022-08-31T10:44:05Z,"VIVA Nasional  Dari survei yang dilakukan Lembaga Survei Indonesia atau LSI, mayoritas publik tidak percaya kalau Brigadir J melakukan pelecehan terhadap istri mantan Kadiv Propam Polri Irjen Ferdy S… [+1161 chars]",NA,Viva.co.id
Lis Yuliawati,Kasus Ferdy Sambo Dapat Sorotan dari Media Luar Negeri,Media Hong Kong menyoroti bagaimana seorang Ferdy Sambo merekayasa insiden yang terjadi di rumah dinasnya.,https://www.viva.co.id/berita/dunia/1515648-kasus-ferdy-sambo-dapat-sorotan-dari-media-luar-negeri,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de713c4e7d-ferdy-sambo-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T10:02:40Z,"VIVA  Kasus mantan Kadiv Propam Irjen Ferdy Sambo yang kini menjadi perhatian di Indonesia,  ternyata juga mendapat sorotan dari berbagai media luar negeri.
Mulai dari media Malaysia hingga Hong Kon… [+849 chars]",NA,Viva.co.id
Agus Rahmat,Survei LSI: 82 % Publik Percaya Brigadir J Sengaja Dibunuh,"Rekonstruksi pembunuhan terhadap Brigadir J yang melibatkan mantan Kadiv Propam Polri Irjen Ferdy Sambo, dilakukan di beberapa tempat Selasa kemarin.",https://www.viva.co.id/berita/nasional/1515645-survei-lsi-82-publik-percaya-brigadir-j-sengaja-dibunuh,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630deb26e492d-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T09:44:54Z,"VIVA Nasional  Kasus pembunuhan terhadap Brigadir J, masih mendapat sorotan publik. Apalagi setelah dilakukan rekonstruksi pembunuhan tersebut pada Selasa kemarin. Lembaga Survei Indonesia atau LSI, … [+1190 chars]",NA,Viva.co.id
Dedi,Tas Mewah Putri Candrawathi dan Ruang Koleksi di Sela Rekonstruksi,Putri Candrawathi yang tak lain istri dari Irjen Ferdy Sambo akhirnya menampakkan diri ketika rekonstruksi pembunuhan Brigadir Nofriansyah Yoshua Hutabarat.,https://www.viva.co.id/showbiz/gosip/1515581-tas-mewah-putri-candrawathi-dan-ruang-koleksi-di-sela-rekonstruksi,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dcbe8c0120-putri-candrawathi-saat-tiba-di-rumah-pribadinya-untuk-rekonstruksi-adegan_665_374.jpeg,2022-08-31T08:45:49Z,"VIVA Showbiz  Putri Candrawathi yang tak lain istri dari Irjen Pol Ferdy Sambo akhirnya menampakkan diri ketika rekonstruksi pembunuhan Brigadir Nofriansyah Yoshua Hutabarat pada Selasa, 30 Agustus 2… [+1416 chars]",NA,Viva.co.id
Anwar Sadat,Mahfud MD Sebut Rekonstruksi Kasus Brigadir J Sudah Benar Secara Hukum,"Mahfud MD mengatakan, Rekonstruksi Kasus pembunuhan Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J sudah benar secara hukum",https://www.viva.co.id/berita/nasional/1515615-mahfud-md-sebut-rekonstruksi-kasus-brigadir-j-sudah-benar-secara-hukum,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/22/630302eae37cd-menkopolhukam-mahfud-md-selaku-ketua-kompolnas-dipang-dpr-soal-kasus-brigadir-j_665_374.jpg,2022-08-31T08:35:39Z,"VIVA Nasional  Menteri Koordinator Bidang Politik, Hukum dan Keamanan (Menkopolhukam) Mahfud MD tidak mempermasalahkan soal tidak adanya adegan pelecehan seksual saat rekonstruksipembunuhan Brigadir … [+1171 chars]",NA,Viva.co.id
Abdi Tumanggor,SAMBO: Kenapa Kamu Tega Berbuat Kurang Ajar ke Ibu? Brigadir J Bingung: Kurang Ajar Apa Komandan? - Tribun-medan.com,"Kelima tersangka, Ferdy Sambo, Putri Candrawathi, Kuat Maruf, Bripka Ricky Rizal, dan Bharada E hadir dalam proses rekonstruksi pembunuhan berencana",https://medan.tribunnews.com/2022/08/31/sambo-kenapa-kamu-tega-berbuat-kurang-ajar-ke-ibu-brigadir-j-bingung-kurang-ajar-apa-komandan,https://t-2.tstatic.net/medan/foto/bank/images/Bharada-E-marah-ke-Ferdy-Sambo-ketika-rekonstruksi.jpg,2022-08-31T07:39:05Z,TRIBUN-MEDAN.COM - Proses rekonstruksi pembunuhan berencana Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J telah digelar di kediaman pribadi Sambo di Jalan Saguling dan di rumah dinasnya di Kom… [+2173 chars],NA,Tribunnews.com
Donny Adhiyasa,"Isu LGBT Kasus Ferdy Sambo, Begini Tanggapan Ahmad Sahroni",Ahmad Sahroni dan Deddy Corbuzier fokus untuk membahas mengenai sosok mantan Kadiv Propam Mabes Polri Ferdy Sambo.,https://www.viva.co.id/showbiz/gosip/1515579-isu-lgbt-kasus-ferdy-sambo-begini-tanggapan-ahmad-sahroni,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630f087c1da9f-wakil-ketua-komisi-iii-dpr-ri-ahmad-sahroni_665_374.jpg,2022-08-31T07:16:45Z,"VIVA Showbiz  Wakil Ketua Komisi III DPR RI Ahmad Sahroni belum lama ini menjadi bintang tamu dalam podcast milik Deddy Corbuzier. Dalam podcast tersebut, Ahmad Sahroni dan Deddy Corbuzier fokus untu… [+919 chars]",NA,Viva.co.id
Surya Aditiya,Momen Ayah Brigadir J Saksikan Rekonstruksi Ulang Dengan Tegar,"Ayah Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J, Samuel Hutabarat turut menyaksikan rekonstruksi ulang pembunuhan anaknya yang dilakukan kemarin (30/8)",https://www.viva.co.id/berita/nasional/1515509-momen-ayah-brigadir-j-saksikan-rekonstruksi-ulang-dengan-tegar,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/29/62e3d4f220190-ayah-brigadir-j-samuel-hutabarat_665_374.jpg,2022-08-31T07:00:13Z,"VIVA Nasional  Ayah Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J, Samuel Hutabarat turut menyaksikan rekonstruksi ulang pembunuhan anaknya yang dilakukan pada Selasa, 30 Agustus 2022 kemarin… [+1079 chars]",NA,Viva.co.id
Agus Setiawan,Fakta Pengacara Brigadir J Dongkol Dilarang Masuk Saat Rekonstruksi,"Kuasa hukum Brigadir J, Kamaruddin Simanjuntak dan Johnson Panjaitan mengaku geram lantaran rekonstruksi kasus pembunuhan Brigadir J dianggap tak transparan.",https://www.viva.co.id/berita/nasional/1515447-fakta-pengacara-brigadir-j-dongkol-dilarang-masuk-saat-rekonstruksi,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d9bafef45f-pengacara-keluarga-brigadir-j-kamaruddin-simanjuntak-kanan_665_374.jpg,2022-08-31T06:58:36Z,"VIVA Nasional  Kuasa hukum Brigadir J, Kamaruddin Simanjuntak dan Johnson Panjaitan mengaku geram. Pasalnya, mereka merasa jika rekonstruksi kasus pembunuhan Brigadir J yang dilakukan pada Selasa, 30… [+964 chars]",NA,Viva.co.id
Agus Setiawan,Momen Putri Candrawathi-Kuat Maruf Reka Adegan di Kamar,"Rekonstruksi kasus pembunuhan terhadap Brigadir J telah dilaksanakan Selasa, 30 Agustus 2022. Putri Candrawathi dan Kuat Maruf reka adegan di dalam kamar.",https://www.viva.co.id/berita/nasional/1515442-momen-putri-candrawathi-kuat-maruf-reka-adegan-di-kamar,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d90254b278-istri-ferdy-sambo-putri-candrawathi-dalam-rekonstruksi_665_374.jpeg,2022-08-31T06:57:53Z,"VIVA Nasional  Rekonstruksi kasus pembunuhan berencana terhadap Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J telah dilakukan pada Selasa, 30 Agustus 2022 kemarin. Kelima tersangka yakni Ferd… [+820 chars]",NA,Viva.co.id
Trisya Frida,Nikita Mirzani Berkoar Lagi Soal Ferdy Sambo: Apa yang Dilakukan Salah,Nikita Mirzani kembali berkoar di media sosial dan menyinggung soal kasus Ferdy Sambo yang saat ini masih terus menjadi pemberitaan hangat di masyarakat Indonesia.,https://www.viva.co.id/showbiz/gosip/1515556-nikita-mirzani-berkoar-lagi-soal-ferdy-sambo-apa-yang-dilakukan-salah,https://thumb.viva.co.id/media/frontend/thumbs3/2021/10/25/6175ddb174cc8-nikita-mirzani_665_374.jpg,2022-08-31T06:43:14Z,VIVA Showbiz  Nikita Mirzani kembali berkoar di media sosial dan menyinggung soal kasus Ferdy Sambo yang saat ini masih terus menjadi pemberitaan hangat di masyarakat Indonesia. Apalagi menurutnya ba… [+1100 chars],NA,Viva.co.id
Bayu Nugraha,"Brigjen Gupuh Diangkat Jadi Karo Provos, Gantikan Benny Ali",Kapolri menaikkan pangkat sejumlah pamen dan pati Polri. Salah satunya Karo Provos Brigjen Gupuh yang gantikan Brigjen Benny Ali yang terlibat kasus Ferdy Sambo.,https://www.viva.co.id/berita/nasional/1515558-brigjen-gupuh-diangkat-jadi-karo-provos-gantikan-benny-ali,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/15/62d11bc3d162b-karoprovos-divpropam-polri-brigjen-pol-benny-ali_665_374.jpg,2022-08-31T06:42:30Z,VIVA Nasional  Kapolri Jenderal Listyo Sigit Prabowo mengangkat sejumlah Perwira Tinggi (Pati) dan Perwira Menengah (Pamen) Polri. Salah satunya yaitu Brigjen Gupuh Setiyono yang diangkat menggantika… [+919 chars],NA,Viva.co.id
Donny Adhiyasa,"Putri Candrawathi Pakai Baju Putih saat Rekonstruksi, Apa Maknanya?",Putri Candrawathi terlihat berpakaian serba putih dan memegang kertas bertuliskan namanya sebagai tersangka.,https://www.viva.co.id/showbiz/gosip/1515527-putri-candrawathi-pakai-baju-putih-saat-rekonstruksi-apa-maknanya,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d8f0e164d0-istri-ferdy-sambo-putri-candrawathi-dalam-rekonstruksi_665_374.jpeg,2022-08-31T05:33:31Z,"VIVA Showbiz Istri Ferdy Sambo, Putri Candrawathi, hadir dalam rekonstruksi pembunuhan Brigadir J di Duren Tiga, Jakarta, Selasa 30 Agustus 2022. Penampilannya menuai sorotan lantaran memakai masker … [+995 chars]",NA,Viva.co.id
Nuvola Gloria,"5 Potret Briptu Tommy Pemeran Pengganti Brigadir J, Manis Bikin Salfok","Briptu Tommy tengah jadi sorotan karena dirinya yang ternyata sebagai pemeran pengganti Brigadir J saat rekonstruksi hari Selasa, 30 Agustus 2022.",https://www.viva.co.id/showbiz/gosip/1515416-6-potret-briptu-tommy-pemeran-pengganti-brigadir-j-manis-bikin-salfok,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630ec07b0c115-briptu-tommy_665_374.jpg,2022-08-31T05:23:02Z,VIVA Showbiz  Publik ternyata penasaran dengan sosok pemeran pengganti Brigadir J saat proses rekonstruksi pembunuhan Brigadir J. Polisi menggunakan pemeran pengganti saat adegan Brigadir J atau Yosh… [+1267 chars],NA,Viva.co.id
Tommy Simatupang,"Terungkap Bharada E Marah ke Ferdy Sambo, Kecewa Adegan Rekonstruksi, Anggap Tak Sesuai Fakta - Tribun-medan.com","Ternyata Bharada Eliezer atau Bharada E tidak merasa takut untuk bertatapan dengan Ferdy Sambo pada rekonstruksi, Selasa (30/8/2022) kemarin.",https://medan.tribunnews.com/2022/08/31/terungkap-bharada-e-marah-ke-ferdy-sambo-kecewa-adegan-rekonstruksi-anggap-tak-sesuai-fakta,https://t-2.tstatic.net/medan/foto/bank/images/Bharada-E-marah-ke-Ferdy-Sambo-ketika-rekonstruksi.jpg,2022-08-31T05:08:21Z,"TRIBUN-MEDAN.com - Ternyata Bharada Eliezer atau Bharada E tidak merasa takut untuk bertatapan dengan Ferdy Sambo pada rekonstruksi, Selasa (30/8/2022) kemarin. 
Pengacara Bharada E, Ronny Talapessy… [+1429 chars]",NA,Tribunnews.com
Deddy Setiawan,"Viral, Penafsiran Kecerdikan Ferdy Sambo dalam Memilih TKP","Kasus pembunuhan Brigadir J yang dilakukan oleh Ferdy Sambo Cs belum lah usai, baru-baru ini Rekontruksi  kejadian atas kasus pembunuhan tersebut baru saja dilakukan",https://www.viva.co.id/trending/1515459-viral-penafsiran-kecerdikan-ferdy-sambo-dalam-memilih-tkp,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630e438d423bb-tersangka-ferdy-sambo-bersama-istrinya-tersangka-putri-candrawathi_665_374.jpg,2022-08-31T04:33:27Z,"VIVA Trending  Kasus pembunuhan Brigadir J yang dilakukan oleh Ferdy Sambo Cs belum lah usai, baru-baru ini rekontruksi  kejadian atas kasus pembunuhan tersebut baru saja selesai dilakukan.
Menarikn… [+986 chars]",NA,Viva.co.id
Hardani Triyoga,"Ngabalin ke Panda Nababan: Kenapa Jadi Mengadili Polisi, Hati-hati Loh",Ali Ngabalin minta politikus senior Panda Nababan agar tidak jadi seolah-olah hakim dalam kasus Sambo.,https://www.viva.co.id/berita/politik/1515485-ngabalin-ke-panda-nababan-kenapa-jadi-mengadili-polisi-hati-hati-loh,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630ec3157ee12-debat-ali-ngabalin-dengan-panda-nababan-di-catatan-demokrasi-tvone_665_374.jpg,2022-08-31T04:06:37Z,VIVA Politik - Debat panas terjadi antara Tenaga Ahli Utama Kepala Staf Presiden (KSP) Ali Mochtar Ngabalin dengan politikus senior Panda Nababan. Ngabalin mencecar Panda karena menyarankan ada perom… [+948 chars],NA,Viva.co.id
Surya Aditiya,Tanggapan Ahmad Sahroni soal Isu LGBT Ferdy Sambo,"Wakil Ketua Komisi III DPR RI, Ahmad Sahroni, memberikan pernyataan perihal kasusu pembunuhan Brigadir J yang belakangan ini sering dikaitkan dengan isu LGBT",https://www.viva.co.id/trending/1515430-tanggapan-ahmad-sahroni-soal-isu-lgbt-ferdy-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2022/06/01/62971cbcf00ed-ketua-pelaksana-formula-e-jakarta-ahmad-sahroni_665_374.jpg,2022-08-31T04:00:03Z,"VIVA Trending  Wakil Ketua Komisi III DPR RI, Ahmad Sahroni, memberikan pernyataan perihal kasusu pembunuhan Brigadir J yang belakangan ini sering dikaitkan dengan isu LGBT. Hal ini ia sampaikan saat… [+1040 chars]",NA,Viva.co.id
Bayu Nugraha,"Pengacara: Putri Candrawathi Sudah di Bareskrim, Siap Diperiksa",Kedatangan Putri Candrawathi ke Bareskrim Polri guna menjalani pemeriksaan lanjutan kembali luput dari pantauan awak media.,https://www.viva.co.id/berita/nasional/1515461-pengacara-putri-candrawathi-sudah-di-bareskrim-siap-diperiksa,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630e438d423bb-tersangka-ferdy-sambo-bersama-istrinya-tersangka-putri-candrawathi_665_374.jpg,2022-08-31T03:41:37Z,"VIVA Nasional  Kuasa hukum Putri Candrawathi, Arman Hanis mengaku kliennya siap untuk menjalani pemeriksaan lanjutan hari ini, Rabu 31 Agustus 2022 meski sempat mengeluh sakit. Arman tiba pukul 10.03… [+590 chars]",NA,Viva.co.id
Dedi,"AKP Rita Yuliana Unggah soal Keadilan saat Rekonstruksi, Ada Apa?","AKP Rita Yuliana unggah soal keadilan di tengah Irjen Ferdy Sambo yang dipecat secara tidak hormat oleh Polri. Tak pelak, hal itu turut menjadi sorotan publik.",https://www.viva.co.id/berita/metro/1515415-akp-rita-yuliana-unggah-soal-keadilan-saat-rekonstruksi-ada-apa,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/08/62f0a9f14ded3-akp-rita-yuliana_665_374.jpeg,2022-08-31T03:03:00Z,"VIVA Metro  AKP Rita Yuliana unggah soal keadilan di tengah Irjen Ferdy Sambo yang dipecat secara tidak hormat oleh Polri. Tak pelak, hal itu turut menjadi sorotan publik di media sosial. Seperti yan… [+1080 chars]",NA,Viva.co.id
Surya Aditiya,Fakta-fakta Alasan Polisi Usir Kuasa Hukum Brigadir J,"Brigjen Andi menegaskan segala proses rekonstruksi pembunuhan Brigadir J ini hanya wajib dihadiri oleh pihak-pihak seperti penyidik, JPU dan kelima tersangka.",https://www.viva.co.id/berita/nasional/1515397-fakta-fakta-alasan-polisi-usir-kuasa-hukum-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d9bafef45f-pengacara-keluarga-brigadir-j-kamaruddin-simanjuntak-kanan_665_374.jpg,2022-08-31T02:00:03Z,VIVA Nasional  Pengacara keluarga Brigadir J beserta tim kuasa hukum diusir ketika hendak mengikuti proses rekonstruksi pembunuhan berencana Brigadir J. Kamaruddin beserta tim sebelumnya datang ke lo… [+1111 chars],NA,Viva.co.id
Agus Setiawan,"Tampan Menawan, Ini Sosok Pemeran Pengganti Brigadir J di Rekonstruksi","Proses rekonstruksi pembunuhan Brigadir J digelar kemarin. Ada salah satu yang mencuri perhatian, yaitu pemeran pengganti Brigadir J di rekontruksi. Ini sosoknya.",https://www.viva.co.id/berita/nasional/1515396-tampan-menawan-ini-sosok-pemeran-pengganti-brigadir-j-di-rekonstruksi,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630eb74e66d68-briptu-achmad-haetomy-pemeran-pengganti-brigadir-j-di-rekonstruksi_665_374.jpg,2022-08-31T01:50:12Z,VIVA Nasional  Proses rekonstruksi pembunuhan Brigadir J yang dilaksanakan kemarin mencuri perhatian publik. Lima tersangka dihadirkan dalam reka adegan tersebut. Salah satu yang mencuri perhatian ya… [+819 chars],NA,Viva.co.id
Adinda Permatasari,Ferdy Sambo Kecup Putri Candrawathi Jadi Sorotan Netizen: Drama!,"Usai adegan ketujuh belas dalam rekonstruksi pembunuhan Brigadir J, Putri Candrawathi duduk di sofa dalam sebuah ruangan di rumah pribadi Ferdy Sambo tersebut.",https://www.viva.co.id/showbiz/gosip/1515400-ferdy-sambo-kecup-putri-candrawathi-jadi-sorotan-netizen-drama,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630e438d423bb-tersangka-ferdy-sambo-bersama-istrinya-tersangka-putri-candrawathi_665_374.jpg,2022-08-31T01:40:14Z,"VIVA Showbiz  Istri dari mantan Kadiv Propam Mabes Polri Ferdy Sambo yakni Putri Candrawathi kembali menjadi sorotan publik. Selasa 30 Agustus 2022 kemarin, pihak kepolisian menggelar rekonstruksi ke… [+1408 chars]",NA,Viva.co.id
